,Vote ID,File,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De,Subject,Final vote?,Author,RCV,Vote
2503,2504,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,Paragraph 23,0.0,original text,RCV,+
2504,2505,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,Paragraph 34,0.0,original text,RCV,+
2505,2506,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,Recital E,0.0,original text,RCV,+
2506,2507,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,Recital F,0.0,original text,RCV,+
2507,2508,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,Recital AX ,0.0,original text,RCV,+
2508,2509,100.0,2012-02-02 00:00:00,Application of waste management directive,,Non,Motion for a resolution,A7-0335/2011 ,2011/2038/INI,Committee on Petitions,Petitions,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2509,2510,100.0,2012-02-02 00:00:00,Daphne programme,,Non,Motion for a resolution,A7-0006/2012,2011/2273/INI,Committee on Women’s Rights and Gender Equality,Gender equality,Recital K ,0.0,original text,RCV,+
2510,2511,100.0,2012-02-02 00:00:00,Daphne programme,,Non,Motion for a resolution,A7-0006/2012,2011/2273/INI,Committee on Women’s Rights and Gender Equality,Gender equality,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2511,2512,100.0,2012-02-02 00:00:00,EU development cooperation in support of the objective of universal energy access by 2030,,Non,Motion for a resolution,A7-0442/2011,2011/2112/INI,Committee on Development,Development,Paragraph 37,0.0,original text,RCV,+
2512,2513,100.0,2012-02-02 00:00:00,Annual tax report,,Non,Motion for a resolution,A7-0014/2012,2011/2271/INI,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 11,0.0,original text,RCV,+
2513,2514,101.0,2012-02-14 00:00:00,Office for Harmonisation in the Internal Market (Trade Marks and Designs) and protection of intellectual property rights,***I,Leg,Draft legislative resolution,A7-0003/2012,2011/0135/COD,Committee on Legal Affairs,Juridical affairs,single vote,1.0,0,RCV,+
2514,2515,101.0,2012-02-14 00:00:00,"Interconnection of central, commercial and companies registers",***I,Leg,Draft legislative resolution,A7-0022/2012,2011/0038/COD,Committee on Legal Affairs,Juridical affairs,single vote,1.0,0,RCV,+
2515,2516,101.0,2012-02-14 00:00:00,EU - Guinea-Bissau protocol on fishing opportunities,***,Leg,Draft legislative resolution,A7-0017/2012,2011/0257/NLE,Committee on Fisheries,Fisheries,single vote,1.0,0,RCV,+
2516,2517,101.0,2012-02-14 00:00:00,Technical requirements for credit transfers and direct debits in euros,***I,Leg,Draft legislative resolution,A7-0292/2011 ,2010/0373/COD,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution (text as a whole)  ,1.0,0,RCV,+
2517,2518,102.0,2012-02-15 00:00:00,Guidelines for the employment policies of the Member States,*,Leg,Draft legislative resolution,A7-0011/2012,2011/0390/CNS,Committee on Employment and Social Affairs,Employment & social affairs,single vote,1.0,0,RCV,+
2518,2519,102.0,2012-02-15 00:00:00,Radio spectrum policy,***II,Leg,Draft legislative resolution,A7-0019/2012,2010/0252/COD,"Committee on Industry, Research and Energy","Industry, research & energy",Am 1,0.0,0,RCV,-
2519,2520,102.0,2012-02-15 00:00:00,Contractual relations in the milk and milk products sector,***I,Leg,Draft legislative resolution,A7-0262/2011,2010/0362/COD,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution (text as a whole)  ,1.0,0,RCV,+
2520,2521,102.0,2012-02-15 00:00:00,Amendment of Rule 48(2) on own-initiative reports,,Non,Proposal for a decision,A7-0399/2011,2011/2168/REG,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs ,Am 6rev,0.0,0,RCV,+
2521,2522,102.0,2012-02-15 00:00:00,Motions for resolutions - Feasibility of introducing stability bonds,,Non,Motion for a resolution,B7-0016/2012,2011/2959/RSP,0,Economic & monetary affairs,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2522,2523,102.0,2012-02-15 00:00:00,Employment and social aspects in the Annual Growth Survey 2012,,Non,Motion for a resolution,A7-0021/2012,2011/2320/INI,Committee on Employment and Social Affairs,Employment & social affairs,Paragraph 7,0.0,original text,RCV,+
2523,2524,102.0,2012-02-15 00:00:00,Employment and social aspects in the Annual Growth Survey 2012,,Non,Motion for a resolution,A7-0021/2012,2011/2320/INI,Committee on Employment and Social Affairs,Employment & social affairs,Paragraph 18,0.0,original text,RCV,+
2524,2525,102.0,2012-02-15 00:00:00,Employment and social aspects in the Annual Growth Survey 2012,,Non,Motion for a resolution,A7-0021/2012,2011/2320/INI,Committee on Employment and Social Affairs,Employment & social affairs,Paragraph 19,0.0,original text,RCV,+
2525,2526,102.0,2012-02-15 00:00:00,Employment and social aspects in the Annual Growth Survey 2012,,Non,Motion for a resolution,A7-0021/2012,2011/2320/INI,Committee on Employment and Social Affairs,Employment & social affairs,Paragraph 49,0.0,original text,RCV,+
2526,2527,103.0,2012-02-16 00:00:00,Deposit guarantee schemes,***I,Leg,Draft legislative resolution,A7-0225/2011,2010/0207/COD,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: amended proposal  ,2.0,0,RCV,+
2527,2528,103.0,2012-02-16 00:00:00,Deposit guarantee schemes,***I,Leg,Draft legislative resolution,A7-0225/2011,2010/0207/COD,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution (text as a whole)  ,1.0,0,RCV,+
2528,2529,103.0,2012-02-16 00:00:00,Guidelines for the 2013 budget - sections other than the Commission,,Bud,Motion for a resolution,A7-0030/2012,2012/2001/BUD,Committee on Budgets,Budget,Am 2,0.0,0,RCV,+
2529,2530,103.0,2012-02-16 00:00:00,Guidelines for the 2013 budget - sections other than the Commission,,Bud,Motion for a resolution,A7-0030/2012,2012/2001/BUD,Committee on Budgets,Budget,Am 1,0.0,0,RCV,-
2530,2531,103.0,2012-02-16 00:00:00,Guidelines for the 2013 budget - sections other than the Commission,,Bud,Motion for a resolution,A7-0030/2012,2012/2001/BUD,Committee on Budgets,Budget,Am 5,0.0,0,RCV,-
2531,2532,103.0,2012-02-16 00:00:00,Recent political developments in Hungary,,Non,Motion for a resolution,B7-0095/2012 ,2012/2511/RSP,0,"Civil liberties, justice & home affairs",Paragraph 3,0.0,0,RCV,+
2532,2533,103.0,2012-02-16 00:00:00,Recent political developments in Hungary,,Non,Motion for a resolution,B7-0095/2012,2012/2511/RSP,0,"Civil liberties, justice & home affairs",Am 4D,0.0,0,RCV,-
2533,2534,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - Greens/ALE, GUE/NGL",,Non,Joint motion for a resolution,RC-B7-0047/2012,2012/2522/RSP,0,International trade,vote: resolution (text as a whole)  ,1.0,0,RCV,-
2534,2535,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR ",,Non,Joint motion for a resolution,RC-B7-0048/2012,2012/2522/RSP,0,International trade,Am 4,0.0,0,RCV,-
2535,2536,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR ",,Non,Joint motion for a resolution,RC-B7-0048/2012,2012/2522/RSP,0,International trade,Am 5,0.0,0,RCV,-
2536,2537,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR ",,Non,Joint motion for a resolution,RC-B7-0048/2012,2012/2522/RSP,0,International trade,Am 2,0.0,0,RCV,+
2537,2538,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR ",,Non,Joint motion for a resolution,RC-B7-0048/2012,2012/2522/RSP,0,International trade,Am 6,0.0,0,RCV,-
2538,2539,103.0,2012-02-16 00:00:00,"Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR ",,Non,Joint motion for a resolution,RC-B7-0048/2012,2012/2522/RSP,0,International trade,Am 3,0.0,0,RCV,-
2539,2540,103.0,2012-02-16 00:00:00,Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - report Bové ,***,Leg,Draft legislative resolution,A7-0023/2012,2010/0248/NLE,Committee on International Trade,International trade,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2540,2541,103.0,2012-02-16 00:00:00,19th session of the UN Human Rights Council,,Non,Motion for a resolution,B7-0071/2012 ,2012/2530/RSP,0,Foreign & security policy,Am  4,0.0,0,RCV,-
2541,2542,103.0,2012-02-16 00:00:00,19th session of the UN Human Rights Council,,Non,Motion for a resolution,B7-0071/2012 ,2012/2530/RSP,0,Foreign & security policy,Am 9=21,0.0,0,RCV,-
2542,2543,103.0,2012-02-16 00:00:00,19th session of the UN Human Rights Council,,Non,Motion for a resolution,B7-0071/2012 ,2012/2530/RSP,0,Foreign & security policy,Am 10,0.0,0,RCV,-
2543,2544,103.0,2012-02-16 00:00:00,Regional Convention on pan-Euro-Mediterranean preferential rules of origin,***,Leg,Draft legislative resolution,A7-0026/2012,2010/0093/NLE,Committee on International Trade,International trade,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2544,2545,103.0,2012-02-16 00:00:00,Death penalty in Japan,,Non,Joint motion for a resolution,RC-B7-0089/2012 ,2012/2542/RSP,0,Foreign & security policy,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2545,2546,104.0,2012-03-13 00:00:00,"EU, Iceland and Norway agreement on the application of certain provisions of the Convention on Mutual Assistance in Criminal Matters",***,Leg,Draft legislative resolution,A7-0020/2012,2009/0189/NLE,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,0,RCV,+
2546,2547,104.0,2012-03-13 00:00:00,Succession and the European Certificate of Succession,***I,Leg,Draft legislative resolution,A7-0045/2012,2009/0157/COD,Committee on Legal Affairs,Juridical affairs,vote: legislative resolution,1.0,0,RCV,+
2547,2548,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 5,0.0,0,RCV,-
2548,2549,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 7,0.0,0,RCV,+
2549,2550,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 9,0.0,0,RCV,-
2550,2551,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 10,0.0,EFD,RCV,-
2551,2552,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 12 ,0.0,EFD,RCV,-
2552,2553,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 15 ,0.0,EFD,RCV,-
2553,2554,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 16,0.0,original text,RCV,+
2554,2555,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 17  ,0.0,EFD,RCV,-
2555,2556,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 18 ,0.0,EFD,RCV,-
2556,2557,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 28  ,0.0,"ECR, EFD",RCV,-
2557,2558,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 29 ,0.0,"ECR, EFD",RCV,-
2558,2559,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 32,0.0,original text,RCV,+
2559,2560,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 32,0.0,original text,RCV,+
2560,2561,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 40,0.0,EFD,RCV,-
2561,2562,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 43,0.0,"ECR, EFD",RCV,-
2562,2563,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 47,0.0,original text,RCV,+
2563,2564,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 47,0.0,original text,RCV,+
2564,2565,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 57,0.0,original text,RCV,+
2565,2566,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 58,0.0,original text,RCV,+
2566,2567,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 59,0.0,0,RCV,-
2567,2568,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 61,0.0,original text,RCV,+
2568,2569,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 66,0.0,original text,RCV,+
2569,2570,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Recital R,0.0,original text,RCV,+
2570,2571,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,Recital T,0.0,original text,RCV,+
2571,2572,104.0,2012-03-13 00:00:00,Equality between women and men in the European Union - 2011,,Non,Motion for a resolution,A7-0041/2012,2011/2244/INI,Committee on Women's Rights and Gender Equality,Gender equality,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2572,2573,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 1,0.0,original text,RCV,+
2573,2574,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 2,0.0,original text,RCV,+
2574,2575,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 2,0.0,original text,RCV,+
2575,2576,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 3,0.0,original text,RCV,+
2576,2577,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 5,0.0,original text,RCV,+
2577,2578,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 5,0.0,original text,RCV,+
2578,2579,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 6,0.0,original text,RCV,+
2579,2580,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 6,0.0,original text,RCV,+
2580,2581,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 7,0.0,original text,RCV,+
2581,2582,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 9,0.0,original text,RCV,+
2582,2583,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 10,0.0,original text,RCV,+
2583,2584,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 15,0.0,original text,RCV,+
2584,2585,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 18,0.0,original text,RCV,+
2585,2586,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 19,0.0,original text,RCV,+
2586,2587,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 24,0.0,original text,RCV,+
2587,2588,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,Paragraph 26,0.0,original text,RCV,+
2588,2589,104.0,2012-03-13 00:00:00,Women in political decision-making,,Non,Motion for a resolution,A7-0029/2012,2011/2295/INI,Committee on Women's Rights and Gender Equality,Gender equality,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2589,2590,104.0,2012-03-13 00:00:00,Statute for a European cooperative society with regard to the involvement of employees,,Non,Motion for a resolution,A7-0432/2011,2011/2116/INI,Committee on Employment and Social Affairs,Employment & social affairs,"
After paragraph 3",0.0, rapporteur,RCV,+
2590,2591,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2116/INI,Committee on Employment and Social Affairs,Employment & social affairs,"
Alternative motion for 
a resolution",0.0, GUE/NGL,RCV,-
2591,2592,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 2,0.0,0,RCV,+
2592,2593,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 26,0.0,0,RCV,+
2593,2594,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 30,0.0,0,RCV,+
2594,2595,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 56,0.0,0,RCV,+
2595,2596,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 61,0.0,0,RCV,+
2596,2597,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Paragraph 66,0.0,0,RCV,+
2597,2598,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,Recital K,0.0,original text,RCV,+
2598,2599,104.0,2012-03-13 00:00:00,Bologna process,,Non,Motion for a resolution,A7-0035/2012,2011/2180/INI,Committee on Culture and Education,Culture & education,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2599,2600,105.0,2012-03-14 00:00:00,European Fisheries Fund,***I,Leg,Draft legislative resolution,A7-0447/2011 ,2011/0212/COD,Committee on Fisheries,Fisheries,single vote,1.0,0,RCV,+
2600,2601,105.0,2012-03-14 00:00:00,Autonomous tariff quota for imports of high-quality beef,***I,Leg,Draft legislative resolution,A7-0025/2012 ,2011/0169/COD,Committee on International Trade,International trade,single vote,1.0,0,RCV,+
2601,2602,105.0,2012-03-14 00:00:00,Common commercial policy,***I,Leg,Draft legislative resolution,A7-0028/2012 ,2011/0039/COD,Committee on International Trade,International trade,vote: legislative resolution,1.0,0,RCV,+
2602,2603,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 1,0.0,EFD,RCV,-
2603,2604,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 1,0.0,S&D,RCV,-
2604,2605,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 1,0.0,ECR,RCV,+
2605,2606,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 5,0.0,EFD,RCV,-
2606,2607,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 6,0.0,ECR,RCV,+
2607,2608,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 8,0.0,S&D,RCV,+
2608,2609,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 12,0.0,ECR,RCV,-
2609,2610,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,Paragraph 26,0.0,ECR,RCV,-
2610,2611,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,After paragraph 28,0.0,ECR,RCV,-
2611,2612,105.0,2012-03-14 00:00:00,General guidelines for the 2013 budget: Section III - Commission,,Bud,Motion for a resolution,A7-0040/2012 ,2012/2000/BUD,Committee on Budgets,Budget,vote: resolution (text as a whole)  ,1.0,0,RCV,+
2612,2613,105.0,2012-03-14 00:00:00,Child labour in cocoa sector ,,Non,Motion for a resolution,B7-0126/2012 ,2011/2957/RSP,0,International trade,Paragraph 9,0.0,GUE/NGL,RCV,+
2613,2614,105.0,2012-03-14 00:00:00,Child labour in cocoa sector ,,Non,Motion for a resolution,B7-0126/2012 ,2011/2957/RSP,0,International trade,Recital D,0.0,GUE/NGL,RCV,+
2614,2615,105.0,2012-03-14 00:00:00,Child labour in cocoa sector ,,Non,Motion for a resolution,B7-0126/2012 ,2011/2957/RSP,0,International trade,Recital E,0.0,GUE/NGL,RCV,-
2615,2616,105.0,2012-03-14 00:00:00,Addressing the EU diabetes epidemic,,Non,Joint motion for a resolution,RC-B7-0145/2012 ,2011/2911/RSP,0,Environment & public health,Paragraph 4,0.0,original text,RCV,+
2616,2617,105.0,2012-03-14 00:00:00,Addressing the EU diabetes epidemic,,Non,Joint motion for a resolution,RC-B7-0145/2012 ,2011/2911/RSP,0,Environment & public health,Paragraph 4,0.0,original text,RCV,+
2617,2618,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 1,0.0,original text,RCV,+
2618,2619,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,After paragraph 12,0.0,Greens/ALE,RCV,-
2619,2620,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 15,0.0,EFD,RCV,-
2620,2621,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 17,0.0,EPP,RCV,+
2621,2622,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 23,0.0,original text,RCV,+
2622,2623,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 23,0.0,original text,RCV,+
2623,2624,105.0,2012-03-14 00:00:00,Enlargement report for the former Yugoslav Republic of Macedonia,,Non,Motion for a resolution,B7-0127/2012 ,2011/2887/RSP,0,Foreign & security policy,Paragraph 62,0.0,EFD,RCV,-
